product_id,product_name,category,sub_category,brand,cost_price,selling_price
1414,Product_414,Electronics,Cosmetics,LG,127.48,197.42432360605235
1415,Product_415,Beauty,Cosmetics,Samsung,488.5,516.6399864963071
1416,Product_416,Clothing,Cosmetics,Apple,566.16,632.8878329993638
1417,Product_417,Clothing,Mobile,Samsung,348.03,418.79939837914145
1418,Product_418,Beauty,Shoes,Sony,409.92,538.4686065301104
1419,Product_419,Sports,Shoes,Adidas,564.48,697.1315949122356
1420,Product_420,Clothing,Fitness,Samsung,63.03,327.82349177086655
1421,Product_421,Sports,Furniture,Nike,292.35,455.1807194996711
1422,Product_422,Clothing,Cosmetics,Sony,779.82,1002.3733343714403
1423,Product_423,Clothing,Laptop,Sony,485.08,534.2384602176804
1424,Product_424,Home,Furniture,Samsung,240.67,323.79285152983425
1425,Product_425,Clothing,Furniture,Samsung,441.3,658.1241634740295
1426,Product_426,Electronics,Shoes,Adidas,306.99,341.7751089311879
1427,Product_427,Beauty,Furniture,Apple,449.18,605.4273454282509
1428,Product_428,Beauty,Cosmetics,Samsung,144.31,332.1333103856215
1429,Product_429,Sports,Cosmetics,Puma,149.54,338.1407803346947
1430,Product_430,Clothing,Mobile,Samsung,157.66,184.08118715505177
1431,Product_431,Electronics,Cosmetics,LG,754.86,865.0502411841719
1432,Product_432,Sports,Cosmetics,Nike,599.67,797.887382293763
1433,Product_433,Home,Shoes,Puma,171.79,233.50992612178817
1434,Product_434,Sports,Cosmetics,Puma,191.26,405.97638153185494
1435,Product_435,Sports,Mobile,LG,598.12,826.9790584678288
1436,Product_436,Clothing,Laptop,LG,167.12,462.07137332492067
1437,Product_437,Home,Shoes,Sony,225.92,304.67575855979464
1438,Product_438,Sports,Laptop,Apple,772.51,1023.5465869465122
1439,Product_439,Electronics,Shoes,Nike,241.48,407.16304153722314
1440,Product_440,Electronics,Fitness,Adidas,546.22,670.7895269203686
1441,Product_441,Beauty,Furniture,Puma,783.97,838.2354920510498
1442,Product_442,Home,Fitness,Adidas,330.72,556.6615698165106
1443,Product_443,Home,Cosmetics,Samsung,63.14,149.18012776023238
1444,Product_444,Beauty,Laptop,Samsung,233.11,357.10816052445284
1445,Product_445,Sports,Cosmetics,Adidas,673.16,710.6718235312632
1446,Product_446,Home,Furniture,Samsung,698.46,942.8427364294654
1447,Product_447,Electronics,Shoes,Apple,626.39,861.0347867120602
1448,Product_448,Electronics,Furniture,LG,134.83,360.2424324118475
1449,Product_449,Clothing,Mobile,Samsung,646.63,750.4741829377283
1450,Product_450,Home,Furniture,Sony,739.01,807.584420794468
1451,Product_451,Sports,Mobile,Samsung,500.46,698.9749140516643
1452,Product_452,Beauty,Furniture,Nike,755.66,914.5865875517014
1453,Product_453,Beauty,Mobile,Apple,670.13,740.0406907332997
1454,Product_454,Sports,Laptop,Nike,550.23,762.2851558939619
1455,Product_455,Clothing,Cosmetics,Nike,482.89,780.405400909965
1456,Product_456,Beauty,Cosmetics,Sony,311.43,540.6514845677706
1457,Product_457,Home,Fitness,Apple,169.47,396.6661882719713
1458,Product_458,Clothing,Cosmetics,Apple,503.72,789.8075708205657
1459,Product_459,Home,Shoes,Apple,288.58,365.40218292097256
1460,Product_460,Electronics,Furniture,Apple,699.83,878.1839901780033
1461,Product_461,Clothing,Fitness,Apple,795.0,1089.3010802094873
1462,Product_462,Beauty,Shoes,Sony,614.32,680.602351071649
1463,Product_463,Clothing,Shoes,Samsung,117.86,333.9305486444659
1464,Product_464,Clothing,Mobile,Nike,266.51,450.53684087213253
1465,Product_465,Clothing,Cosmetics,Apple,131.83,316.044145812838
1466,Product_466,Clothing,Laptop,Puma,537.88,753.2277757056211
1467,Product_467,Home,Laptop,Samsung,623.89,904.1827384051916
1468,Product_468,Electronics,Fitness,Samsung,744.26,983.3829431583746
1469,Product_469,Sports,Laptop,Nike,378.63,414.3481089565388
1470,Product_470,Clothing,Furniture,Sony,726.03,984.7938455651991
1471,Product_471,Beauty,Laptop,Adidas,708.42,791.5715723792051
1472,Product_472,Clothing,Fitness,Adidas,287.9,413.4359661261841
1473,Product_473,Beauty,Laptop,Samsung,701.68,850.965187811467
1474,Product_474,Home,Furniture,LG,331.75,486.40368021085953
1475,Product_475,Beauty,Mobile,LG,272.65,414.5005117914999
1476,Product_476,Sports,Fitness,Nike,536.81,819.2689223804421
1477,Product_477,Electronics,Mobile,Adidas,296.29,513.9753221459268
1478,Product_478,Beauty,Mobile,Samsung,522.66,719.3877808678777
1479,Product_479,Beauty,Mobile,Sony,507.37,541.3257677792236
1480,Product_480,Electronics,Shoes,Adidas,472.58,745.6757324729049
1481,Product_481,Sports,Cosmetics,Samsung,335.31,609.939253762351
1482,Product_482,Clothing,Shoes,Samsung,461.37,699.8296577604286
1483,Product_483,Beauty,Cosmetics,Apple,497.36,519.3281770678134
1484,Product_484,Electronics,Mobile,Sony,459.27,495.30847030173453
1485,Product_485,Home,Fitness,Apple,383.31,466.3726366351771
1486,Product_486,Electronics,Cosmetics,Nike,61.0,117.77783428057387
1487,Product_487,Home,Furniture,Apple,490.3,621.9740883170442
1488,Product_488,Sports,Furniture,Puma,176.33,454.6644562645811
1489,Product_489,Clothing,Laptop,Apple,531.93,684.1069215751595
1490,Product_490,Electronics,Cosmetics,Puma,619.51,643.2627354010064
1491,Product_491,Beauty,Fitness,Adidas,425.33,524.4987930820533
1492,Product_492,Sports,Shoes,LG,456.77,489.2565743444292
1493,Product_493,Electronics,Mobile,Samsung,763.61,793.7705343317806
1494,Product_494,Beauty,Laptop,Puma,685.38,782.5815588667547
1495,Product_495,Electronics,Furniture,Sony,735.68,832.8514548301047
1496,Product_496,Home,Shoes,Apple,660.32,900.7154487284492
1497,Product_497,Electronics,Shoes,Puma,131.69,424.6437027787113
1498,Product_498,Electronics,Mobile,Sony,161.74,285.6779862891995
1499,Product_499,Electronics,Cosmetics,LG,444.97,585.0583260810909
