product_id,store_id,stock_on_hand,reorder_level,last_updated
1111,35,131,100,2026-03-13 11:27:51.334477
1111,6,292,98,2026-03-13 11:27:51.334480
1111,61,265,100,2026-03-13 11:27:51.334483
1112,23,207,60,2026-03-13 11:27:51.334514
1112,41,376,51,2026-03-13 11:27:51.334517
1112,68,367,56,2026-03-13 11:27:51.334520
1112,67,47,73,2026-03-13 11:27:51.334523
1112,99,283,63,2026-03-13 11:27:51.334526
1113,20,149,51,2026-03-13 11:27:51.334558
1113,6,160,63,2026-03-13 11:27:51.334561
1113,18,201,90,2026-03-13 11:27:51.334564
1113,94,272,54,2026-03-13 11:27:51.334567
1113,46,63,61,2026-03-13 11:27:51.334570
1114,53,157,48,2026-03-13 11:27:51.334611
1114,57,127,99,2026-03-13 11:27:51.334614
1114,15,316,36,2026-03-13 11:27:51.334617
1114,25,313,18,2026-03-13 11:27:51.334620
1114,16,153,85,2026-03-13 11:27:51.334623
1115,8,324,11,2026-03-13 11:27:51.334660
1115,58,392,48,2026-03-13 11:27:51.334663
1115,38,366,21,2026-03-13 11:27:51.334666
1115,29,460,90,2026-03-13 11:27:51.334669
1115,15,116,54,2026-03-13 11:27:51.334672
1116,93,354,62,2026-03-13 11:27:51.334703
1116,28,135,35,2026-03-13 11:27:51.334706
1116,56,248,85,2026-03-13 11:27:51.334709
1116,49,57,69,2026-03-13 11:27:51.334712
1116,68,298,26,2026-03-13 11:27:51.334715
1117,29,394,58,2026-03-13 11:27:51.334747
1117,54,371,99,2026-03-13 11:27:51.334750
1117,3,425,14,2026-03-13 11:27:51.334753
1117,44,323,62,2026-03-13 11:27:51.334757
1117,11,198,55,2026-03-13 11:27:51.334759
1118,6,298,23,2026-03-13 11:27:51.334792
1118,25,412,59,2026-03-13 11:27:51.334795
1118,46,11,79,2026-03-13 11:27:51.334797
1118,62,194,17,2026-03-13 11:27:51.334801
1118,55,75,87,2026-03-13 11:27:51.334804
1119,67,438,68,2026-03-13 11:27:51.334836
1119,44,57,78,2026-03-13 11:27:51.334839
1119,48,57,72,2026-03-13 11:27:51.334842
1119,74,191,56,2026-03-13 11:27:51.334845
1119,79,474,16,2026-03-13 11:27:51.334848
1120,9,426,67,2026-03-13 11:27:51.334881
1120,21,382,91,2026-03-13 11:27:51.334884
1120,57,193,44,2026-03-13 11:27:51.334887
1120,62,225,28,2026-03-13 11:27:51.334890
1120,69,324,90,2026-03-13 11:27:51.334893
1121,73,57,70,2026-03-13 11:27:51.334924
1121,76,153,52,2026-03-13 11:27:51.334927
1121,38,157,10,2026-03-13 11:27:51.334930
1121,49,99,80,2026-03-13 11:27:51.334933
1121,53,284,57,2026-03-13 11:27:51.334936
1122,85,86,80,2026-03-13 11:27:51.334968
1122,55,16,98,2026-03-13 11:27:51.334971
1122,37,252,42,2026-03-13 11:27:51.334974
1122,9,473,77,2026-03-13 11:27:51.334977
1122,18,108,66,2026-03-13 11:27:51.334983
1123,61,412,96,2026-03-13 11:27:51.335014
1123,87,175,99,2026-03-13 11:27:51.335017
1123,50,274,83,2026-03-13 11:27:51.335028
1123,71,237,39,2026-03-13 11:27:51.335031
1123,55,351,79,2026-03-13 11:27:51.335040
1124,56,454,58,2026-03-13 11:27:51.335072
1124,91,172,25,2026-03-13 11:27:51.335075
1124,40,390,17,2026-03-13 11:27:51.335078
1124,11,90,78,2026-03-13 11:27:51.335081
1124,81,16,75,2026-03-13 11:27:51.335084
1125,63,457,56,2026-03-13 11:27:51.335115
1125,65,409,50,2026-03-13 11:27:51.335118
1125,4,266,91,2026-03-13 11:27:51.335121
1125,14,362,80,2026-03-13 11:27:51.335124
1125,78,328,14,2026-03-13 11:27:51.335127
1126,58,96,52,2026-03-13 11:27:51.335168
1126,56,67,15,2026-03-13 11:27:51.335171
1126,99,271,51,2026-03-13 11:27:51.335174
1126,73,314,92,2026-03-13 11:27:51.335177
1126,7,234,66,2026-03-13 11:27:51.335180
1127,11,373,72,2026-03-13 11:27:51.335211
1127,3,86,31,2026-03-13 11:27:51.335214
1127,47,335,68,2026-03-13 11:27:51.335217
1127,88,247,54,2026-03-13 11:27:51.335220
1127,4,414,18,2026-03-13 11:27:51.335223
1128,17,313,61,2026-03-13 11:27:51.335255
1128,4,55,54,2026-03-13 11:27:51.335257
1128,91,297,47,2026-03-13 11:27:51.335260
1128,58,265,12,2026-03-13 11:27:51.335263
1128,73,422,31,2026-03-13 11:27:51.335266
1129,6,457,92,2026-03-13 11:27:51.335297
1129,11,162,35,2026-03-13 11:27:51.335300
1129,98,213,74,2026-03-13 11:27:51.335303
1129,82,484,42,2026-03-13 11:27:51.335306
1129,37,367,62,2026-03-13 11:27:51.335309
1130,47,96,90,2026-03-13 11:27:51.335340
1130,14,144,39,2026-03-13 11:27:51.335344
1130,25,420,57,2026-03-13 11:27:51.335347
1130,10,61,84,2026-03-13 11:27:51.335350
1130,6,76,75,2026-03-13 11:27:51.335353
1131,94,231,55,2026-03-13 11:27:51.335384
1131,20,64,25,2026-03-13 11:27:51.335387
1131,59,302,38,2026-03-13 11:27:51.335390
1131,85,171,18,2026-03-13 11:27:51.335395
1131,33,113,15,2026-03-13 11:27:51.335915
1132,45,131,48,2026-03-13 11:27:51.335961
1132,57,129,26,2026-03-13 11:27:51.335964
1132,74,213,96,2026-03-13 11:27:51.335967
1132,2,216,61,2026-03-13 11:27:51.335970
1132,28,371,18,2026-03-13 11:27:51.335973
1133,26,382,53,2026-03-13 11:27:51.336004
1133,49,333,57,2026-03-13 11:27:51.336007
1133,47,161,20,2026-03-13 11:27:51.336010
1133,86,87,29,2026-03-13 11:27:51.336013
1133,8,316,36,2026-03-13 11:27:51.336016
1134,42,412,73,2026-03-13 11:27:51.336054
1134,10,238,31,2026-03-13 11:27:51.336057
1134,12,33,57,2026-03-13 11:27:51.336060
1134,1,168,64,2026-03-13 11:27:51.336063
1134,74,4,30,2026-03-13 11:27:51.336067
1135,48,363,78,2026-03-13 11:27:51.336102
1135,32,139,97,2026-03-13 11:27:51.336105
1135,51,248,96,2026-03-13 11:27:51.336108
1135,44,412,58,2026-03-13 11:27:51.336111
1135,36,181,39,2026-03-13 11:27:51.336114
1136,60,71,79,2026-03-13 11:27:51.336145
1136,6,261,72,2026-03-13 11:27:51.336148
1136,35,325,73,2026-03-13 11:27:51.336151
1136,22,266,42,2026-03-13 11:27:51.336155
1136,23,344,68,2026-03-13 11:27:51.336158
1137,45,160,18,2026-03-13 11:27:51.336189
1137,23,366,62,2026-03-13 11:27:51.336192
1137,73,357,37,2026-03-13 11:27:51.336195
1137,63,179,78,2026-03-13 11:27:51.336198
1137,48,90,84,2026-03-13 11:27:51.336201
1138,45,130,82,2026-03-13 11:27:51.336232
1138,76,454,46,2026-03-13 11:27:51.336235
1138,43,158,43,2026-03-13 11:27:51.336238
1138,32,173,64,2026-03-13 11:27:51.336241
1138,84,499,41,2026-03-13 11:27:51.336244
1139,45,399,40,2026-03-13 11:27:51.336275
1139,95,317,68,2026-03-13 11:27:51.336279
1139,33,467,90,2026-03-13 11:27:51.336282
1139,70,56,26,2026-03-13 11:27:51.336284
1139,99,292,34,2026-03-13 11:27:51.336287
1140,78,74,17,2026-03-13 11:27:51.336318
1140,79,448,58,2026-03-13 11:27:51.336321
1140,98,8,45,2026-03-13 11:27:51.336326
1140,61,256,23,2026-03-13 11:27:51.336329
1140,12,381,98,2026-03-13 11:27:51.336332
1141,58,128,52,2026-03-13 11:27:51.336363
1141,17,243,78,2026-03-13 11:27:51.336366
1141,2,274,53,2026-03-13 11:27:51.336369
1141,86,93,100,2026-03-13 11:27:51.336372
1141,94,452,86,2026-03-13 11:27:51.336375
1142,58,361,28,2026-03-13 11:27:51.336406
1142,66,470,34,2026-03-13 11:27:51.336410
1142,36,80,56,2026-03-13 11:27:51.336412
1142,100,424,91,2026-03-13 11:27:51.336415
1142,79,57,77,2026-03-13 11:27:51.336419
1143,12,97,29,2026-03-13 11:27:51.336449
1143,7,73,87,2026-03-13 11:27:51.336452
1143,93,205,56,2026-03-13 11:27:51.336455
1143,13,405,56,2026-03-13 11:27:51.336458
1143,84,67,37,2026-03-13 11:27:51.336461
1144,77,217,24,2026-03-13 11:27:51.336492
1144,9,351,46,2026-03-13 11:27:51.336495
1144,56,252,77,2026-03-13 11:27:51.336498
1144,17,250,59,2026-03-13 11:27:51.336501
1144,48,11,60,2026-03-13 11:27:51.336504
1145,27,192,32,2026-03-13 11:27:51.336535
1145,39,1,80,2026-03-13 11:27:51.336538
1145,57,150,95,2026-03-13 11:27:51.336541
1145,2,416,78,2026-03-13 11:27:51.336544
1145,93,393,76,2026-03-13 11:27:51.336547
1146,78,296,30,2026-03-13 11:27:51.336578
1146,54,195,37,2026-03-13 11:27:51.336594
1146,74,483,36,2026-03-13 11:27:51.336597
1146,30,254,32,2026-03-13 11:27:51.336600
1146,93,0,94,2026-03-13 11:27:51.336603
1147,37,340,54,2026-03-13 11:27:51.336636
1147,89,121,36,2026-03-13 11:27:51.336639
1147,55,457,79,2026-03-13 11:27:51.336642
1147,25,28,39,2026-03-13 11:27:51.336645
1147,92,75,44,2026-03-13 11:27:51.336648
1148,14,290,36,2026-03-13 11:27:51.336682
1148,51,189,28,2026-03-13 11:27:51.336685
1148,34,420,24,2026-03-13 11:27:51.336689
1148,17,451,62,2026-03-13 11:27:51.336692
1148,67,285,30,2026-03-13 11:27:51.336697
1149,46,220,57,2026-03-13 11:27:51.336729
1149,34,388,33,2026-03-13 11:27:51.336733
1149,16,239,25,2026-03-13 11:27:51.336736
1149,23,27,23,2026-03-13 11:27:51.336739
1149,81,238,73,2026-03-13 11:27:51.336742
1150,94,98,31,2026-03-13 11:27:51.336772
1150,71,99,59,2026-03-13 11:27:51.336775
1150,50,340,44,2026-03-13 11:27:51.336778
1150,15,394,14,2026-03-13 11:27:51.336782
1150,26,97,24,2026-03-13 11:27:51.336785
1151,56,97,27,2026-03-13 11:27:51.336832
1151,72,485,86,2026-03-13 11:27:51.336836
1151,37,26,59,2026-03-13 11:27:51.336839
1151,35,199,59,2026-03-13 11:27:51.336842
1151,79,389,43,2026-03-13 11:27:51.336845
1152,85,423,49,2026-03-13 11:27:51.336875
1152,56,443,25,2026-03-13 11:27:51.336879
1152,65,210,98,2026-03-13 11:27:51.336882
1152,2,400,81,2026-03-13 11:27:51.336885
1152,75,224,41,2026-03-13 11:27:51.336888
1153,82,429,18,2026-03-13 11:27:51.336920
1153,44,323,56,2026-03-13 11:27:51.336923
1153,59,310,87,2026-03-13 11:27:51.336926
1153,75,319,54,2026-03-13 11:27:51.336928
1153,29,26,93,2026-03-13 11:27:51.336931
1154,75,497,39,2026-03-13 11:27:51.336962
1154,64,123,69,2026-03-13 11:27:51.336965
1154,41,151,46,2026-03-13 11:27:51.336968
1154,91,373,24,2026-03-13 11:27:51.336971
1154,3,291,81,2026-03-13 11:27:51.336974
1155,16,291,66,2026-03-13 11:27:51.337005
1155,64,310,60,2026-03-13 11:27:51.337008
1155,62,287,57,2026-03-13 11:27:51.337011
1155,89,252,38,2026-03-13 11:27:51.337014
1155,88,139,35,2026-03-13 11:27:51.337017
1156,18,467,87,2026-03-13 11:27:51.337055
1156,38,276,23,2026-03-13 11:27:51.337058
1156,52,204,98,2026-03-13 11:27:51.337061
1156,30,406,74,2026-03-13 11:27:51.337064
1156,60,1,55,2026-03-13 11:27:51.337067
1157,51,11,21,2026-03-13 11:27:51.337099
1157,96,24,89,2026-03-13 11:27:51.337102
1157,13,436,51,2026-03-13 11:27:51.337108
1157,20,130,93,2026-03-13 11:27:51.337111
1157,30,35,11,2026-03-13 11:27:51.337114
1158,94,443,40,2026-03-13 11:27:51.337145
1158,37,318,78,2026-03-13 11:27:51.337148
1158,88,99,69,2026-03-13 11:27:51.337151
1158,1,305,98,2026-03-13 11:27:51.337155
1158,72,53,81,2026-03-13 11:27:51.337158
1159,63,471,40,2026-03-13 11:27:51.337188
1159,9,153,39,2026-03-13 11:27:51.337191
1159,33,114,61,2026-03-13 11:27:51.337194
1159,51,498,100,2026-03-13 11:27:51.337197
1159,28,199,40,2026-03-13 11:27:51.337200
1160,99,433,96,2026-03-13 11:27:51.337231
1160,33,139,70,2026-03-13 11:27:51.337234
1160,48,98,36,2026-03-13 11:27:51.337237
1160,95,67,55,2026-03-13 11:27:51.337240
1160,18,366,58,2026-03-13 11:27:51.337243
1161,4,383,33,2026-03-13 11:27:51.337277
1161,5,226,96,2026-03-13 11:27:51.337280
1161,57,279,13,2026-03-13 11:27:51.337283
1161,77,415,93,2026-03-13 11:27:51.337285
1161,61,229,97,2026-03-13 11:27:51.337288
1162,28,351,74,2026-03-13 11:27:51.337319
1162,74,295,10,2026-03-13 11:27:51.337322
1162,71,388,20,2026-03-13 11:27:51.337325
1162,100,25,61,2026-03-13 11:27:51.337328
1162,60,236,74,2026-03-13 11:27:51.337331
1163,69,328,59,2026-03-13 11:27:51.337362
1163,37,214,94,2026-03-13 11:27:51.337365
1163,100,184,62,2026-03-13 11:27:51.337368
1163,12,450,49,2026-03-13 11:27:51.337371
1163,1,252,57,2026-03-13 11:27:51.337374
1164,6,417,81,2026-03-13 11:27:51.337406
1164,77,78,18,2026-03-13 11:27:51.337409
1164,8,383,85,2026-03-13 11:27:51.337412
1164,42,485,98,2026-03-13 11:27:51.337415
1164,83,248,50,2026-03-13 11:27:51.337419
1165,20,41,42,2026-03-13 11:27:51.337451
1165,77,61,54,2026-03-13 11:27:51.337454
1165,99,4,46,2026-03-13 11:27:51.337457
1165,47,285,86,2026-03-13 11:27:51.337460
1165,98,457,74,2026-03-13 11:27:51.337465
1166,28,477,77,2026-03-13 11:27:51.337497
1166,51,248,74,2026-03-13 11:27:51.337500
1166,33,429,64,2026-03-13 11:27:51.337503
1166,37,78,45,2026-03-13 11:27:51.337506
1166,42,447,32,2026-03-13 11:27:51.337509
1167,67,201,39,2026-03-13 11:27:51.337540
1167,23,349,25,2026-03-13 11:27:51.337543
1167,35,475,44,2026-03-13 11:27:51.337546
1167,76,224,31,2026-03-13 11:27:51.337549
1167,25,370,24,2026-03-13 11:27:51.337552
1168,43,225,29,2026-03-13 11:27:51.337593
1168,49,323,93,2026-03-13 11:27:51.337596
1168,68,41,95,2026-03-13 11:27:51.337599
1168,30,325,49,2026-03-13 11:27:51.337602
1168,20,160,47,2026-03-13 11:27:51.337605
1169,89,67,40,2026-03-13 11:27:51.337638
1169,41,352,68,2026-03-13 11:27:51.337641
1169,76,84,91,2026-03-13 11:27:51.337644
1169,64,485,49,2026-03-13 11:27:51.337647
1169,47,495,75,2026-03-13 11:27:51.337650
1170,28,366,53,2026-03-13 11:27:51.337681
1170,60,65,27,2026-03-13 11:27:51.337684
1170,46,196,72,2026-03-13 11:27:51.337687
1170,5,24,94,2026-03-13 11:27:51.337690
1170,31,379,46,2026-03-13 11:27:51.337693
1171,80,378,32,2026-03-13 11:27:51.337725
1171,3,34,14,2026-03-13 11:27:51.337728
1171,10,390,81,2026-03-13 11:27:51.337731
1171,29,252,43,2026-03-13 11:27:51.337734
1171,44,365,95,2026-03-13 11:27:51.337737
1172,35,426,32,2026-03-13 11:27:51.337768
1172,39,433,89,2026-03-13 11:27:51.337771
1172,8,450,37,2026-03-13 11:27:51.337774
1172,6,246,84,2026-03-13 11:27:51.337777
1172,62,83,100,2026-03-13 11:27:51.337780
1173,53,29,65,2026-03-13 11:27:51.337812
1173,25,459,84,2026-03-13 11:27:51.337815
1173,70,246,49,2026-03-13 11:27:51.337818
1173,52,54,77,2026-03-13 11:27:51.337821
1173,4,361,45,2026-03-13 11:27:51.337827
1174,100,258,36,2026-03-13 11:27:51.337858
1174,97,286,33,2026-03-13 11:27:51.337861
1174,5,118,94,2026-03-13 11:27:51.337866
1174,66,62,55,2026-03-13 11:27:51.337869
1174,88,468,20,2026-03-13 11:27:51.337872
1175,95,254,89,2026-03-13 11:27:51.337903
1175,37,260,17,2026-03-13 11:27:51.337906
1175,9,167,58,2026-03-13 11:27:51.337910
1175,85,82,27,2026-03-13 11:27:51.337912
1175,97,216,19,2026-03-13 11:27:51.337915
1176,15,321,78,2026-03-13 11:27:51.337946
1176,19,449,16,2026-03-13 11:27:51.337949
1176,83,436,50,2026-03-13 11:27:51.337952
1176,63,24,11,2026-03-13 11:27:51.337955
1176,93,356,30,2026-03-13 11:27:51.337958
1177,50,304,28,2026-03-13 11:27:51.337989
1177,62,342,33,2026-03-13 11:27:51.337992
1177,49,427,91,2026-03-13 11:27:51.337995
1177,85,370,71,2026-03-13 11:27:51.337998
1177,71,304,51,2026-03-13 11:27:51.338001
1178,83,363,18,2026-03-13 11:27:51.338032
1178,67,264,12,2026-03-13 11:27:51.338040
1178,18,16,59,2026-03-13 11:27:51.338043
1178,71,101,76,2026-03-13 11:27:51.338046
1178,80,485,59,2026-03-13 11:27:51.338050
1179,53,32,63,2026-03-13 11:27:51.338081
1179,3,40,53,2026-03-13 11:27:51.338084
1179,59,336,25,2026-03-13 11:27:51.338087
1179,16,128,86,2026-03-13 11:27:51.338090
1179,80,146,50,2026-03-13 11:27:51.338093
1180,43,409,64,2026-03-13 11:27:51.338124
1180,17,451,93,2026-03-13 11:27:51.338127
1180,85,88,32,2026-03-13 11:27:51.338130
1180,8,292,93,2026-03-13 11:27:51.338133
1180,24,366,56,2026-03-13 11:27:51.338136
1181,98,367,10,2026-03-13 11:27:51.338167
1181,78,367,95,2026-03-13 11:27:51.338170
1181,8,320,63,2026-03-13 11:27:51.338173
1181,44,311,87,2026-03-13 11:27:51.338176
1181,95,29,75,2026-03-13 11:27:51.338179
1182,52,432,28,2026-03-13 11:27:51.338209
1182,62,53,52,2026-03-13 11:27:51.338212
1182,26,19,13,2026-03-13 11:27:51.338215
1182,77,121,30,2026-03-13 11:27:51.338218
1182,7,371,20,2026-03-13 11:27:51.338221
1183,42,273,71,2026-03-13 11:27:51.338259
1183,15,349,13,2026-03-13 11:27:51.338262
1183,63,217,71,2026-03-13 11:27:51.338265
1183,99,218,55,2026-03-13 11:27:51.338268
1183,73,48,71,2026-03-13 11:27:51.338271
1184,96,242,61,2026-03-13 11:27:51.338301
1184,5,362,94,2026-03-13 11:27:51.338307
1184,34,414,22,2026-03-13 11:27:51.338310
1184,89,397,41,2026-03-13 11:27:51.338313
1184,7,174,74,2026-03-13 11:27:51.338316
1185,94,123,15,2026-03-13 11:27:51.338347
1185,90,347,13,2026-03-13 11:27:51.338351
1185,1,259,57,2026-03-13 11:27:51.338354
1185,9,305,85,2026-03-13 11:27:51.338357
1185,37,216,34,2026-03-13 11:27:51.338360
1186,3,451,38,2026-03-13 11:27:51.338393
1186,69,487,79,2026-03-13 11:27:51.338396
1186,59,295,66,2026-03-13 11:27:51.338399
1186,58,391,15,2026-03-13 11:27:51.338402
1186,81,277,16,2026-03-13 11:27:51.338406
1187,23,89,29,2026-03-13 11:27:51.338436
1187,44,298,54,2026-03-13 11:27:51.338439
1187,95,212,79,2026-03-13 11:27:51.338443
1187,86,498,56,2026-03-13 11:27:51.338446
1187,37,155,100,2026-03-13 11:27:51.338449
1188,31,315,81,2026-03-13 11:27:51.338480
1188,25,349,22,2026-03-13 11:27:51.338483
1188,19,374,21,2026-03-13 11:27:51.338486
1188,17,83,92,2026-03-13 11:27:51.338489
1188,94,468,93,2026-03-13 11:27:51.338492
1189,79,262,84,2026-03-13 11:27:51.338522
1189,8,76,30,2026-03-13 11:27:51.338525
1189,47,122,82,2026-03-13 11:27:51.338528
1189,23,473,60,2026-03-13 11:27:51.338531
1189,40,426,35,2026-03-13 11:27:51.338534
1190,78,9,73,2026-03-13 11:27:51.338566
1190,61,21,92,2026-03-13 11:27:51.338568
1190,35,113,43,2026-03-13 11:27:51.338571
1190,11,470,14,2026-03-13 11:27:51.338574
1190,70,70,32,2026-03-13 11:27:51.338577
1191,77,-5,61,2026-03-13 11:27:51.338618
1191,40,428,44,2026-03-13 11:27:51.338622
1191,70,474,14,2026-03-13 11:27:51.338627
1191,1,362,29,2026-03-13 11:27:51.338630
1191,83,41,65,2026-03-13 11:27:51.338633
1192,39,468,78,2026-03-13 11:27:51.338665
1192,47,486,29,2026-03-13 11:27:51.338668
1192,71,399,66,2026-03-13 11:27:51.338671
1192,34,164,70,2026-03-13 11:27:51.338674
1192,96,102,99,2026-03-13 11:27:51.338677
1193,31,448,18,2026-03-13 11:27:51.338708
1193,16,271,68,2026-03-13 11:27:51.338711
1193,63,69,47,2026-03-13 11:27:51.338714
1193,21,487,38,2026-03-13 11:27:51.338717
1193,72,231,92,2026-03-13 11:27:51.338720
1194,15,216,53,2026-03-13 11:27:51.338751
1194,19,258,34,2026-03-13 11:27:51.338754
1194,22,252,98,2026-03-13 11:27:51.338757
1194,26,391,81,2026-03-13 11:27:51.338760
1194,27,48,78,2026-03-13 11:27:51.338763
1195,46,123,74,2026-03-13 11:27:51.338795
1195,27,350,18,2026-03-13 11:27:51.338798
1195,56,112,50,2026-03-13 11:27:51.338801
1195,38,64,70,2026-03-13 11:27:51.338804
1195,59,167,10,2026-03-13 11:27:51.338807
1196,40,97,12,2026-03-13 11:27:51.338837
1196,99,89,59,2026-03-13 11:27:51.338840
1196,80,188,63,2026-03-13 11:27:51.338843
1196,97,454,74,2026-03-13 11:27:51.338846
1196,14,466,72,2026-03-13 11:27:51.338849
1197,19,103,36,2026-03-13 11:27:51.338881
1197,7,50,40,2026-03-13 11:27:51.338884
1197,64,54,78,2026-03-13 11:27:51.338887
1197,95,111,19,2026-03-13 11:27:51.338890
1197,65,264,27,2026-03-13 11:27:51.338893
1198,25,270,71,2026-03-13 11:27:51.338924
1198,41,263,17,2026-03-13 11:27:51.338927
1198,34,10,18,2026-03-13 11:27:51.338930
1198,51,189,88,2026-03-13 11:27:51.338933
1198,92,443,47,2026-03-13 11:27:51.338936
1199,11,390,85,2026-03-13 11:27:51.338971
1199,96,208,93,2026-03-13 11:27:51.338975
1199,87,289,74,2026-03-13 11:27:51.338978
1199,34,189,94,2026-03-13 11:27:51.338980
1199,77,448,64,2026-03-13 11:27:51.338986
1200,92,42,59,2026-03-13 11:27:51.339017
1200,51,189,67,2026-03-13 11:27:51.339020
1200,97,97,29,2026-03-13 11:27:51.339023
1200,79,427,63,2026-03-13 11:27:51.339026
1200,35,151,69,2026-03-13 11:27:51.339029
1201,63,58,98,2026-03-13 11:27:51.339066
1201,76,235,55,2026-03-13 11:27:51.339069
1201,21,417,85,2026-03-13 11:27:51.339073
1201,82,321,56,2026-03-13 11:27:51.339076
1201,44,36,61,2026-03-13 11:27:51.339079
1202,75,215,32,2026-03-13 11:27:51.339109
1202,42,52,55,2026-03-13 11:27:51.339113
1202,87,151,62,2026-03-13 11:27:51.339116
1202,37,225,20,2026-03-13 11:27:51.339119
1202,28,114,51,2026-03-13 11:27:51.339122
1203,41,460,38,2026-03-13 11:27:51.339153
1203,76,283,73,2026-03-13 11:27:51.339156
1203,89,274,86,2026-03-13 11:27:51.339159
1203,47,484,78,2026-03-13 11:27:51.339163
1203,93,242,68,2026-03-13 11:27:51.339166
1204,72,468,54,2026-03-13 11:27:51.339196
1204,42,328,84,2026-03-13 11:27:51.339199
1204,64,414,88,2026-03-13 11:27:51.339202
1204,70,320,13,2026-03-13 11:27:51.339205
1204,69,98,92,2026-03-13 11:27:51.339208
1205,41,412,12,2026-03-13 11:27:51.339239
1205,70,186,84,2026-03-13 11:27:51.339242
1205,84,-5,97,2026-03-13 11:27:51.339245
1205,17,463,85,2026-03-13 11:27:51.339248
1205,72,263,78,2026-03-13 11:27:51.339251
1206,29,474,42,2026-03-13 11:27:51.339281
1206,38,390,86,2026-03-13 11:27:51.339284
1206,43,452,76,2026-03-13 11:27:51.339286
1206,56,44,26,2026-03-13 11:27:51.339290
1206,88,25,83,2026-03-13 11:27:51.339293
1207,28,175,17,2026-03-13 11:27:51.339324
1207,33,368,52,2026-03-13 11:27:51.339327
1207,90,303,61,2026-03-13 11:27:51.339330
1207,58,21,56,2026-03-13 11:27:51.339333
1207,59,229,34,2026-03-13 11:27:51.339336
1208,8,206,54,2026-03-13 11:27:51.339367
1208,52,403,53,2026-03-13 11:27:51.339370
1208,73,42,47,2026-03-13 11:27:51.339376
1208,37,474,62,2026-03-13 11:27:51.339379
1208,16,244,23,2026-03-13 11:27:51.339382
1209,83,438,11,2026-03-13 11:27:51.339459
1209,27,297,32,2026-03-13 11:27:51.339462
1209,72,160,89,2026-03-13 11:27:51.339465
1209,64,60,21,2026-03-13 11:27:51.339468
1209,16,157,80,2026-03-13 11:27:51.339471
1210,29,37,83,2026-03-13 11:27:51.339503
1210,79,221,58,2026-03-13 11:27:51.339505
1210,53,0,48,2026-03-13 11:27:51.339508
1210,12,469,92,2026-03-13 11:27:51.339511
1210,59,226,34,2026-03-13 11:27:51.339515
1211,37,341,27,2026-03-13 11:27:51.339545
1211,30,42,16,2026-03-13 11:27:51.339548
1211,66,240,19,2026-03-13 11:27:51.339551
1211,2,156,10,2026-03-13 11:27:51.339554
1211,23,213,12,2026-03-13 11:27:51.339557
1212,25,164,32,2026-03-13 11:27:51.339602
1212,80,345,61,2026-03-13 11:27:51.339606
1212,37,-5,51,2026-03-13 11:27:51.339609
1212,99,453,25,2026-03-13 11:27:51.339612
1212,90,244,40,2026-03-13 11:27:51.339615
1213,54,242,33,2026-03-13 11:27:51.339647
1213,6,64,85,2026-03-13 11:27:51.339650
1213,37,409,42,2026-03-13 11:27:51.339653
1213,66,323,51,2026-03-13 11:27:51.339656
1213,9,220,78,2026-03-13 11:27:51.339659
1214,45,408,75,2026-03-13 11:27:51.339690
1214,20,495,73,2026-03-13 11:27:51.339693
1214,52,222,10,2026-03-13 11:27:51.339696
1214,36,493,62,2026-03-13 11:27:51.339699
1214,22,191,87,2026-03-13 11:27:51.339702
1215,86,76,12,2026-03-13 11:27:51.339733
1215,59,209,46,2026-03-13 11:27:51.339736
1215,17,52,70,2026-03-13 11:27:51.339739
1215,13,328,92,2026-03-13 11:27:51.339742
1215,94,181,14,2026-03-13 11:27:51.339745
1216,79,16,61,2026-03-13 11:27:51.339775
1216,16,222,26,2026-03-13 11:27:51.339778
1216,40,315,61,2026-03-13 11:27:51.339782
1216,19,485,10,2026-03-13 11:27:51.339785
1216,50,15,30,2026-03-13 11:27:51.339787
1217,90,357,69,2026-03-13 11:27:51.339822
1217,27,379,64,2026-03-13 11:27:51.339825
1217,3,9,13,2026-03-13 11:27:51.339827
1217,35,186,42,2026-03-13 11:27:51.339830
1217,98,316,93,2026-03-13 11:27:51.339833
1218,26,215,10,2026-03-13 11:27:51.339865
1218,32,199,44,2026-03-13 11:27:51.339868
1218,65,382,50,2026-03-13 11:27:51.339871
1218,100,109,78,2026-03-13 11:27:51.339874
1218,33,33,92,2026-03-13 11:27:51.339877
1219,39,407,78,2026-03-13 11:27:51.339907
1219,10,434,88,2026-03-13 11:27:51.339911
1219,61,211,54,2026-03-13 11:27:51.339913
1219,4,55,21,2026-03-13 11:27:51.339916
1219,52,263,59,2026-03-13 11:27:51.339919
1220,44,322,47,2026-03-13 11:27:51.339950
1220,14,445,49,2026-03-13 11:27:51.339954
1220,98,486,33,2026-03-13 11:27:51.339959
1220,7,180,28,2026-03-13 11:27:51.339962
1220,85,260,43,2026-03-13 11:27:51.339965
1221,84,252,29,2026-03-13 11:27:51.339995
1221,92,120,59,2026-03-13 11:27:51.339998
1221,30,74,47,2026-03-13 11:27:51.340001
1221,79,80,40,2026-03-13 11:27:51.340004
1221,71,410,47,2026-03-13 11:27:51.340007
1222,60,81,100,2026-03-13 11:27:51.340046
1222,82,234,30,2026-03-13 11:27:51.340049
1222,9,398,68,2026-03-13 11:27:51.340052
1222,43,291,53,2026-03-13 11:27:51.340055
1222,79,471,25,2026-03-13 11:27:51.340058
