customer_id,gender,age,loyalty_status,signup_channel,city
11681,Male,52.0,Gold,Store,Bangalore
11682,Male,56.0,Silver,Store,Hyderabad
11683,Male,33.0,Bronze,Mobile,Pune
11684,Male,48.0,Bronze,Mobile,Pune
11685,Female,66.0,Silver,Store,Hyderabad
11686,Male,61.0,Silver,Online,Jaipur
11687,Male,32.0,None,Store,Mumbai
11688,Male,63.0,Silver,Mobile,Delhi
11689,Female,18.0,None,Online,Pune
11690,Female,61.0,None,Mobile,Pune
11691,Male,37.0,Bronze,Online,Chandigarh
11692,Male,40.0,None,Store,Pune
11693,Female,37.0,Gold,Store,Chandigarh
11694,Female,49.0,None,Online,Bangalore
11695,Female,63.0,Bronze,Mobile,Jaipur
11696,Female,65.0,None,Store,Pune
11697,Female,42.0,Bronze,Store,Bangalore
11698,Female,64.0,Gold,Online,Pune
11699,Female,25.0,Gold,Mobile,Hyderabad
11700,Female,50.0,Bronze,Store,Chandigarh
11701,Male,62.0,Gold,Mobile,Bangalore
11702,Male,47.0,Gold,Store,Bangalore
11703,Male,20.0,None,Mobile,Hyderabad
11704,Male,41.0,Bronze,Online,Bangalore
11705,Male,29.0,Silver,Store,Mumbai
11706,Male,48.0,None,Mobile,Jaipur
11707,Female,24.0,Silver,Online,Mumbai
11708,Female,57.0,Silver,Mobile,Chandigarh
11709,Male,34.0,Bronze,Store,Mumbai
11710,Male,67.0,Bronze,Store,Jaipur
11711,Female,27.0,Gold,Store,Pune
11712,Female,32.0,Bronze,Online,Chandigarh
11713,Female,38.0,Gold,Mobile,Jaipur
11714,Male,38.0,Silver,Online,Pune
11715,Female,46.0,Silver,Mobile,Delhi
11716,Male,59.0,None,Online,Bangalore
11717,Male,58.0,Gold,Online,Pune
11718,Female,18.0,Bronze,Online,Chandigarh
11719,Female,38.0,None,Store,Mumbai
11720,Male,22.0,None,Mobile,Pune
11721,Female,32.0,Bronze,Online,Jaipur
11722,Female,63.0,None,Mobile,Delhi
11723,Male,43.0,Silver,Online,Chandigarh
11724,Female,28.0,Bronze,Online,Chandigarh
11725,Male,66.0,None,Store,Jaipur
11726,Male,38.0,None,Store,Bangalore
11727,Female,63.0,Silver,Store,Delhi
11728,Male,23.0,Silver,Store,Pune
11729,Male,21.0,None,Mobile,Mumbai
11730,Female,62.0,Gold,Online,Hyderabad
11731,Female,38.0,None,Mobile,Jaipur
11732,Female,34.0,None,Online,Pune
11733,Male,48.0,Gold,Mobile,Bangalore
11734,Male,61.0,None,Mobile,Delhi
11735,Female,40.0,None,Store,Pune
11736,Male,49.0,Silver,Store,Pune
11737,Female,61.0,Silver,Mobile,Chandigarh
11738,Female,53.0,Gold,Store,Hyderabad
11739,Male,51.0,None,Mobile,Bangalore
11740,Female,69.0,Silver,Mobile,Delhi
11741,Male,23.0,Bronze,Mobile,Jaipur
11742,Male,55.0,Silver,Mobile,Hyderabad
11743,Female,39.0,None,Mobile,Bangalore
11744,Male,50.0,None,Mobile,Pune
11745,Female,28.0,Silver,Mobile,Jaipur
11746,Male,40.0,Bronze,Mobile,Pune
11747,Male,61.0,Silver,Mobile,Delhi
11748,Male,53.0,Silver,Mobile,Hyderabad
11749,Female,45.0,Bronze,Mobile,Delhi
11750,Male,65.0,Bronze,Mobile,Jaipur
11751,Female,36.0,Silver,Mobile,Bangalore
11752,Male,60.0,Bronze,Online,Bangalore
11753,Male,60.0,Gold,Mobile,Jaipur
11754,Female,30.0,Silver,Online,Jaipur
11755,Female,30.0,Silver,Store,Delhi
11756,Female,25.0,Silver,Store,Delhi
11757,Female,60.0,Gold,Store,Hyderabad
11758,Female,65.0,None,Online,Pune
11759,Male,30.0,Silver,Mobile,Delhi
11760,Male,52.0,Bronze,Mobile,Delhi
11761,Female,44.0,Gold,Mobile,Hyderabad
11762,Male,28.0,Gold,Mobile,Pune
11763,Male,38.0,Gold,Online,Pune
11764,Male,25.0,Gold,Mobile,Chandigarh
11765,Female,59.0,Gold,Mobile,Chandigarh
11766,Male,43.0,Silver,Mobile,Chandigarh
11767,Male,47.0,Bronze,Online,Pune
11768,Male,39.0,Silver,Online,Hyderabad
11769,Female,67.0,Gold,Store,Mumbai
11770,Male,66.0,Gold,Store,Pune
11771,Male,56.0,Bronze,Mobile,Delhi
11772,Female,67.0,Gold,Online,Hyderabad
11773,Female,27.0,Gold,Store,Hyderabad
11774,Male,43.0,Bronze,Online,Hyderabad
11775,Male,69.0,Gold,Online,Jaipur
11776,Female,44.0,Gold,Store,Delhi
11777,Female,39.0,Gold,Store,Hyderabad
11778,Female,30.0,None,Online,Bangalore
11779,Female,56.0,Gold,Mobile,Bangalore
11780,Female,24.0,Bronze,Store,Chandigarh
11781,Female,69.0,None,Mobile,Delhi
11782,Female,60.0,Silver,Online,Jaipur
11783,Male,59.0,None,Mobile,Bangalore
11784,Female,29.0,Silver,Online,Jaipur
11785,Female,30.0,None,Store,Pune
11786,Male,29.0,Bronze,Mobile,Bangalore
11787,Female,29.0,Bronze,Mobile,Mumbai
11788,Female,55.0,Gold,Mobile,Chandigarh
11789,Male,20.0,Gold,Mobile,Bangalore
11790,Female,25.0,Silver,Store,Jaipur
11791,Male,66.0,Bronze,Online,Hyderabad
11792,Male,48.0,Gold,Online,Hyderabad
11793,Male,30.0,Silver,Mobile,Bangalore
11794,Male,25.0,Bronze,Mobile,Mumbai
11795,Female,54.0,Bronze,Online,Delhi
11796,Male,41.0,None,Mobile,Pune
11797,Male,45.0,Silver,Mobile,Bangalore
11798,Female,21.0,Bronze,Mobile,Jaipur
11799,Male,33.0,None,Online,Jaipur
11800,Male,35.0,None,Online,Pune
11801,Male,21.0,Bronze,Online,Bangalore
11802,Male,60.0,Bronze,Mobile,Mumbai
11803,Female,57.0,Bronze,Mobile,Jaipur
11804,Male,50.0,Bronze,Mobile,Bangalore
11805,Female,62.0,Gold,Mobile,Delhi
11806,Female,44.0,Gold,Store,Mumbai
11807,Male,53.0,None,Store,Jaipur
11808,Male,21.0,Gold,Mobile,Jaipur
11809,Male,53.0,None,Store,Bangalore
11810,Male,30.0,Bronze,Store,Bangalore
11811,Female,68.0,None,Online,Jaipur
11812,Female,65.0,Silver,Online,Chandigarh
11813,Female,31.0,Silver,Store,Chandigarh
11814,Male,59.0,Silver,Store,Delhi
11815,Female,54.0,None,Online,Bangalore
11816,Male,64.0,Silver,Mobile,Hyderabad
11817,Male,23.0,Gold,Store,Chandigarh
11818,Male,68.0,None,Online,Pune
11819,Male,31.0,Gold,Mobile,Mumbai
11820,Male,60.0,None,Online,Hyderabad
11821,Female,20.0,Gold,Store,Pune
11822,Female,42.0,Bronze,Store,Pune
11823,Male,51.0,Bronze,Online,Bangalore
11824,Female,23.0,Bronze,Store,Jaipur
11825,Male,57.0,Bronze,Mobile,Jaipur
11826,Male,18.0,Bronze,Mobile,Pune
11827,Male,63.0,Bronze,Online,Pune
11828,Female,65.0,Silver,Store,Jaipur
11829,Male,66.0,None,Mobile,Bangalore
11830,Male,25.0,Gold,Online,Mumbai
11831,Female,34.0,None,Mobile,Bangalore
11832,Female,30.0,Gold,Online,Pune
11833,Female,36.0,Gold,Mobile,Bangalore
11834,Male,58.0,Gold,Online,Mumbai
11835,Male,52.0,Gold,Online,Mumbai
11836,Female,67.0,Bronze,Store,Chandigarh
11837,Male,50.0,None,Store,Jaipur
11838,Female,62.0,Bronze,Mobile,Delhi
11839,Female,62.0,Silver,Store,Chandigarh
11840,Male,61.0,Bronze,Store,Pune
11841,Male,50.0,Silver,Online,Bangalore
11842,Female,59.0,Gold,Mobile,Hyderabad
11843,Female,68.0,None,Store,Delhi
11844,Female,56.0,Gold,Store,Chandigarh
11845,Female,63.0,Gold,Store,Delhi
11846,Male,,None,Online,Bangalore
11847,Female,55.0,Bronze,Store,Jaipur
11848,Female,26.0,Silver,Online,Mumbai
11849,Female,69.0,Gold,Mobile,Hyderabad
11850,Male,65.0,Silver,Online,Bangalore
11851,Male,54.0,Gold,Store,Hyderabad
11852,Female,64.0,Bronze,Mobile,Hyderabad
11853,Male,18.0,Gold,Mobile,Pune
11854,Male,53.0,Bronze,Store,Chandigarh
11855,Male,59.0,Bronze,Mobile,Delhi
11856,Female,55.0,Gold,Mobile,Jaipur
11857,Female,19.0,Bronze,Online,Jaipur
11858,Male,27.0,Silver,Store,Pune
11859,Female,68.0,None,Store,Chandigarh
11860,Female,40.0,None,Store,Mumbai
11861,Male,26.0,Bronze,Mobile,Mumbai
11862,Male,28.0,Silver,Online,Hyderabad
11863,Female,53.0,Bronze,Store,Pune
11864,Male,59.0,Bronze,Online,Chandigarh
11865,Female,55.0,None,Mobile,Chandigarh
11866,Female,52.0,Bronze,Online,Hyderabad
11867,Male,30.0,Bronze,Store,Jaipur
11868,Female,36.0,Gold,Store,Delhi
11869,Female,52.0,None,Store,Bangalore
11870,Male,69.0,Bronze,Mobile,Mumbai
11871,Male,47.0,None,Online,Chandigarh
11872,Male,35.0,Bronze,Online,Jaipur
11873,Female,29.0,Bronze,Mobile,Delhi
11874,Male,29.0,Silver,Mobile,Hyderabad
11875,Male,38.0,Gold,Store,Mumbai
11876,Male,29.0,Silver,Online,Hyderabad
11877,Male,45.0,Gold,Store,Chandigarh
11878,Female,46.0,Gold,Store,Chandigarh
11879,Female,56.0,Silver,Online,Mumbai
11880,Male,58.0,Silver,Mobile,Bangalore
11881,Female,61.0,None,Online,Pune
11882,Male,68.0,Silver,Online,Mumbai
11883,Male,21.0,Bronze,Store,Delhi
11884,Female,48.0,Gold,Store,Pune
11885,Female,41.0,None,Online,Hyderabad
11886,Male,59.0,Silver,Online,Bangalore
11887,Male,68.0,None,Online,Pune
11888,Female,66.0,Gold,Online,Chandigarh
11889,Male,35.0,Silver,Store,Delhi
11890,Female,59.0,Bronze,Online,Chandigarh
11891,Male,43.0,Silver,Mobile,Mumbai
11892,Male,61.0,Bronze,Online,Chandigarh
11893,Female,37.0,Bronze,Store,Hyderabad
11894,Female,25.0,Silver,Mobile,Hyderabad
11895,Female,68.0,Gold,Online,Jaipur
11896,Female,50.0,None,Online,Hyderabad
11897,Female,21.0,Gold,Online,Jaipur
11898,Female,55.0,None,Online,Mumbai
11899,Female,39.0,Bronze,Mobile,Delhi
11900,Male,53.0,Gold,Store,Hyderabad
11901,Male,65.0,Bronze,Store,Pune
11902,Male,48.0,Silver,Online,Mumbai
11903,Female,25.0,Bronze,Store,Bangalore
11904,Female,26.0,None,Online,Jaipur
11905,Female,64.0,Gold,Store,Hyderabad
11906,Male,35.0,Gold,Mobile,Mumbai
11907,Female,52.0,Gold,Store,Delhi
11908,Female,41.0,Silver,Store,Mumbai
11909,Male,34.0,None,Store,Delhi
11910,Female,18.0,Gold,Online,Hyderabad
11911,Male,56.0,Silver,Store,Bangalore
11912,Male,59.0,Bronze,Mobile,Delhi
11913,Female,32.0,Silver,Online,Jaipur
11914,Female,30.0,Silver,Online,Hyderabad
11915,Female,40.0,None,Mobile,Bangalore
11916,Male,46.0,None,Online,Chandigarh
11917,Male,48.0,None,Store,Delhi
11918,Male,54.0,Silver,Mobile,Bangalore
11919,Female,45.0,Bronze,Online,Chandigarh
11920,Female,49.0,None,Mobile,Bangalore
11921,Female,24.0,Bronze,Online,Mumbai
11922,Female,31.0,Bronze,Store,Delhi
11923,Male,31.0,Silver,Mobile,Chandigarh
11924,Male,49.0,Silver,Mobile,Jaipur
11925,Male,26.0,Silver,Mobile,Delhi
11926,Male,23.0,Gold,Online,Mumbai
11927,Female,68.0,None,Online,Bangalore
11928,Female,32.0,Gold,Store,Jaipur
11929,Female,47.0,Bronze,Mobile,Jaipur
11930,Male,47.0,None,Online,Bangalore
11931,Male,33.0,Bronze,Online,Jaipur
11932,Female,40.0,None,Mobile,Mumbai
11933,Female,48.0,Silver,Mobile,Bangalore
11934,Male,29.0,Gold,Mobile,Bangalore
11935,Female,38.0,None,Mobile,Bangalore
11936,Male,20.0,Gold,Mobile,Pune
11937,Male,20.0,Gold,Mobile,Delhi
11938,Male,55.0,Gold,Online,Chandigarh
11939,Female,39.0,Gold,Online,Mumbai
11940,Female,38.0,None,Store,Hyderabad
11941,Male,68.0,None,Mobile,Hyderabad
11942,Female,61.0,None,Online,Delhi
11943,Male,33.0,Silver,Store,Chandigarh
11944,Male,35.0,None,Online,Pune
11945,Male,21.0,Bronze,Store,Hyderabad
11946,Male,37.0,Silver,Store,Jaipur
11947,Female,62.0,Gold,Store,Pune
11948,Male,30.0,None,Online,Chandigarh
11949,Male,48.0,Bronze,Mobile,Mumbai
11950,Female,19.0,Gold,Online,Jaipur
11951,Male,47.0,None,Online,Jaipur
11952,Male,48.0,Bronze,Online,Chandigarh
11953,Female,45.0,Gold,Store,Delhi
11954,Female,26.0,None,Online,Chandigarh
11955,Female,28.0,Silver,Store,Mumbai
11956,Male,52.0,Gold,Online,Mumbai
11957,Female,66.0,Bronze,Online,Pune
11958,Female,61.0,Bronze,Online,Delhi
11959,Male,54.0,None,Store,Mumbai
11960,Male,63.0,Bronze,Store,Hyderabad
11961,Male,68.0,Gold,Store,Pune
11962,Male,34.0,Gold,Online,Chandigarh
11963,Male,43.0,Silver,Store,Delhi
11964,Female,21.0,Gold,Mobile,Jaipur
11965,Female,50.0,None,Online,Delhi
11966,Female,34.0,Gold,Mobile,Hyderabad
11967,Male,59.0,Bronze,Mobile,Bangalore
11968,Male,25.0,None,Online,Pune
11969,Male,43.0,None,Mobile,Hyderabad
11970,Female,60.0,Bronze,Mobile,Jaipur
11971,Female,37.0,Gold,Store,Pune
11972,Male,59.0,Bronze,Store,Jaipur
11973,Female,68.0,Gold,Online,Hyderabad
11974,Male,55.0,Gold,Mobile,Jaipur
11975,Female,60.0,Gold,Store,Bangalore
11976,Female,65.0,Gold,Online,Jaipur
11977,Female,59.0,Gold,Mobile,Chandigarh
11978,Male,50.0,Gold,Store,Delhi
11979,Female,57.0,None,Mobile,Jaipur
11980,Female,34.0,Bronze,Mobile,Pune
11981,Male,68.0,None,Online,Chandigarh
11982,Female,26.0,Silver,Online,Hyderabad
11983,Male,37.0,Silver,Mobile,Mumbai
11984,Male,25.0,Bronze,Online,Jaipur
11985,Male,58.0,None,Store,Jaipur
11986,Male,65.0,Silver,Mobile,Chandigarh
11987,Male,63.0,None,Mobile,Hyderabad
11988,Female,23.0,Silver,Online,Mumbai
11989,Male,26.0,Gold,Online,Delhi
11990,Male,28.0,Bronze,Store,Hyderabad
11991,Male,64.0,None,Mobile,Jaipur
11992,Male,64.0,None,Online,Mumbai
11993,Female,22.0,None,Store,Bangalore
11994,Male,25.0,Silver,Online,Bangalore
11995,Female,69.0,Bronze,Store,Hyderabad
11996,Male,52.0,Gold,Online,Mumbai
11997,Female,69.0,Silver,Mobile,Pune
11998,Male,42.0,Silver,Store,Delhi
11999,Male,53.0,None,Online,Chandigarh
12000,Female,56.0,Silver,Mobile,Hyderabad
12001,Male,66.0,Gold,Store,Jaipur
12002,Female,61.0,Bronze,Store,Chandigarh
12003,Male,23.0,Silver,Online,Delhi
12004,Female,41.0,Silver,Mobile,Bangalore
12005,Male,38.0,None,Mobile,Jaipur
12006,Male,53.0,Silver,Store,Hyderabad
12007,Female,35.0,Bronze,Online,Bangalore
12008,Male,65.0,Gold,Online,Jaipur
12009,Male,18.0,Silver,Mobile,Chandigarh
12010,Male,46.0,Gold,Store,Hyderabad
12011,Male,34.0,Silver,Store,Delhi
12012,Male,22.0,None,Store,Delhi
12013,Male,67.0,Silver,Mobile,Chandigarh
12014,Female,23.0,None,Online,Pune
12015,Female,62.0,Bronze,Store,Mumbai
12016,Female,25.0,None,Online,Hyderabad
12017,Male,42.0,Bronze,Mobile,Chandigarh
12018,Female,36.0,Bronze,Mobile,Jaipur
12019,Male,65.0,Gold,Online,Delhi
12020,Male,67.0,Silver,Online,Jaipur
12021,Male,56.0,None,Mobile,Hyderabad
12022,Male,26.0,Bronze,Online,Hyderabad
12023,Female,45.0,Silver,Mobile,Jaipur
12024,Male,48.0,Bronze,Store,Chandigarh
12025,Female,18.0,None,Store,Hyderabad
12026,Male,58.0,None,Online,Hyderabad
12027,Female,27.0,None,Store,Bangalore
12028,Female,67.0,Silver,Online,Hyderabad
12029,Female,39.0,Silver,Store,Delhi
12030,Female,18.0,None,Store,Jaipur
12031,Female,30.0,None,Store,Pune
12032,Female,31.0,None,Online,Mumbai
12033,Male,40.0,Gold,Online,Pune
12034,Female,56.0,Silver,Mobile,Jaipur
12035,Male,45.0,Silver,Mobile,Mumbai
12036,Female,46.0,Silver,Online,Mumbai
12037,Male,57.0,Bronze,Online,Delhi
12038,Female,50.0,Silver,Online,Jaipur
12039,Female,19.0,Gold,Online,Chandigarh
12040,Male,60.0,Gold,Online,Mumbai
12041,Female,50.0,Bronze,Online,Delhi
12042,Female,41.0,Silver,Online,Hyderabad
12043,Female,29.0,Gold,Online,Delhi
12044,Male,57.0,Bronze,Online,Chandigarh
12045,Female,45.0,Bronze,Store,Chandigarh
12046,Male,52.0,Gold,Store,Chandigarh
12047,Female,27.0,Gold,Mobile,Bangalore
12048,Female,64.0,Bronze,Store,Mumbai
12049,Male,61.0,Bronze,Store,Jaipur
12050,Female,51.0,None,Mobile,Mumbai
12051,Female,22.0,Gold,Online,Hyderabad
12052,Male,58.0,Bronze,Online,Chandigarh
12053,Female,35.0,Bronze,Online,Pune
12054,Male,23.0,Gold,Store,Bangalore
12055,Male,28.0,Gold,Store,Hyderabad
12056,Male,63.0,None,Mobile,Jaipur
12057,Female,18.0,Gold,Store,Mumbai
12058,Male,40.0,None,Online,Jaipur
12059,Male,21.0,Bronze,Store,Chandigarh
12060,Female,24.0,Silver,Store,Hyderabad
12061,Male,58.0,Bronze,Mobile,Chandigarh
12062,Female,66.0,Bronze,Mobile,Pune
12063,Female,34.0,Gold,Online,Mumbai
12064,Female,28.0,Bronze,Mobile,Delhi
12065,Female,44.0,Gold,Mobile,Bangalore
12066,Male,29.0,Silver,Mobile,Bangalore
12067,Male,64.0,None,Mobile,Chandigarh
12068,Male,51.0,Gold,Mobile,Hyderabad
12069,Male,25.0,Gold,Store,Bangalore
12070,Male,69.0,None,Store,Jaipur
12071,Female,40.0,Gold,Mobile,Mumbai
12072,Male,43.0,Gold,Store,Bangalore
12073,Male,51.0,Gold,Online,Chandigarh
12074,Male,49.0,None,Mobile,Jaipur
12075,Female,23.0,Silver,Online,Delhi
12076,Female,18.0,None,Store,Hyderabad
12077,Male,67.0,None,Online,Jaipur
12078,Female,21.0,None,Mobile,Chandigarh
12079,Male,42.0,Bronze,Mobile,Pune
12080,Male,25.0,Bronze,Mobile,Jaipur
12081,Female,57.0,Gold,Online,Chandigarh
12082,Female,63.0,Gold,Store,Pune
12083,Male,37.0,Bronze,Mobile,Mumbai
12084,Male,31.0,None,Mobile,Chandigarh
12085,Female,50.0,None,Store,Pune
12086,Male,69.0,Silver,Online,Bangalore
12087,Female,20.0,Gold,Store,Delhi
12088,Male,32.0,Gold,Store,Jaipur
12089,Female,44.0,Silver,Store,Bangalore
12090,Male,36.0,Gold,Store,Hyderabad
12091,Male,18.0,Bronze,Mobile,Hyderabad
12092,Female,52.0,Gold,Store,Pune
12093,Male,69.0,Gold,Mobile,Delhi
12094,Male,50.0,Gold,Mobile,Mumbai
12095,Female,68.0,Silver,Mobile,Jaipur
12096,Male,34.0,Bronze,Store,Pune
12097,Male,30.0,None,Store,Chandigarh
12098,Male,69.0,Silver,Store,Jaipur
12099,Female,65.0,Gold,Store,Mumbai
12100,Female,29.0,None,Online,Bangalore
12101,Female,56.0,Silver,Store,Hyderabad
12102,Male,43.0,None,Store,Chandigarh
12103,Male,44.0,Bronze,Mobile,Hyderabad
12104,Male,41.0,Gold,Store,Hyderabad
12105,Male,34.0,None,Store,Chandigarh
12106,Female,28.0,Silver,Online,Mumbai
12107,Male,39.0,None,Store,Jaipur
12108,Male,25.0,Bronze,Mobile,Bangalore
12109,Male,59.0,Gold,Online,Jaipur
12110,Female,65.0,None,Store,Jaipur
12111,Male,49.0,None,Mobile,Mumbai
12112,Male,46.0,Gold,Store,Delhi
12113,Male,59.0,Gold,Online,Pune
12114,Male,49.0,Silver,Store,Delhi
12115,Male,57.0,Gold,Store,Chandigarh
12116,Female,22.0,None,Online,Bangalore
12117,Male,66.0,Silver,Online,Pune
12118,Male,30.0,Gold,Online,Delhi
12119,Male,42.0,Gold,Store,Mumbai
12120,Male,59.0,Bronze,Online,Delhi
12121,Male,27.0,Bronze,Store,Jaipur
12122,Male,43.0,Bronze,Online,Chandigarh
12123,Male,43.0,Bronze,Online,Chandigarh
12124,Male,38.0,Silver,Online,Jaipur
12125,Male,40.0,Bronze,Mobile,Jaipur
12126,Male,61.0,None,Mobile,Hyderabad
12127,Female,29.0,Bronze,Store,Hyderabad
12128,Female,56.0,Bronze,Mobile,Pune
12129,Female,60.0,Bronze,Online,Jaipur
12130,Female,69.0,Bronze,Mobile,Delhi
12131,Male,42.0,Bronze,Store,Bangalore
12132,Female,29.0,Gold,Mobile,Delhi
12133,Female,53.0,None,Mobile,Jaipur
12134,Male,49.0,Gold,Store,Chandigarh
12135,Female,35.0,Bronze,Online,Pune
12136,Female,59.0,Gold,Mobile,Chandigarh
12137,Male,37.0,Silver,Online,Delhi
12138,Male,19.0,Gold,Mobile,Mumbai
12139,Male,50.0,None,Mobile,Delhi
12140,Female,63.0,None,Store,Chandigarh
12141,Female,34.0,None,Mobile,Delhi
12142,Male,53.0,Gold,Store,Jaipur
12143,Male,47.0,Silver,Online,Delhi
12144,Female,26.0,Silver,Store,Mumbai
12145,Male,48.0,Gold,Mobile,Pune
12146,Female,56.0,Gold,Mobile,Chandigarh
12147,Male,38.0,Silver,Online,Hyderabad
12148,Male,39.0,Gold,Store,Hyderabad
12149,Female,34.0,Bronze,Online,Pune
12150,Male,20.0,Silver,Store,Delhi
12151,Male,49.0,Bronze,Online,Bangalore
12152,Male,50.0,Bronze,Mobile,Chandigarh
12153,Female,27.0,Gold,Store,Pune
12154,Male,22.0,Bronze,Mobile,Mumbai
12155,Male,21.0,Silver,Mobile,Hyderabad
12156,Male,68.0,Silver,Store,Pune
12157,Male,55.0,Silver,Online,Pune
12158,Male,49.0,Gold,Mobile,Chandigarh
12159,Male,55.0,Silver,Online,Hyderabad
12160,Female,58.0,Gold,Mobile,Pune
12161,Female,37.0,Gold,Store,Bangalore
12162,Male,26.0,None,Online,Bangalore
12163,Female,32.0,Gold,Online,Mumbai
12164,Female,69.0,Gold,Mobile,Bangalore
12165,Male,25.0,Gold,Online,Chandigarh
12166,Female,51.0,Silver,Mobile,Chandigarh
12167,Female,47.0,Silver,Online,Mumbai
12168,Female,27.0,Bronze,Online,Chandigarh
12169,Female,31.0,Bronze,Online,Bangalore
12170,Female,51.0,None,Store,Chandigarh
12171,Female,39.0,Bronze,Store,Chandigarh
12172,Female,30.0,Silver,Store,Pune
12173,Female,68.0,Silver,Online,Hyderabad
12174,Male,46.0,None,Mobile,Delhi
12175,Male,46.0,None,Mobile,Hyderabad
12176,Female,24.0,Bronze,Mobile,Chandigarh
12177,Female,61.0,Bronze,Store,Mumbai
12178,Male,23.0,Bronze,Online,Hyderabad
12179,Female,52.0,Gold,Online,Chandigarh
12180,Female,54.0,Bronze,Mobile,Pune
12181,Male,21.0,None,Mobile,Hyderabad
12182,Male,31.0,Gold,Mobile,Pune
12183,Male,23.0,Gold,Online,Chandigarh
12184,Female,34.0,Gold,Mobile,Hyderabad
12185,Female,66.0,None,Store,Jaipur
12186,Male,41.0,None,Online,Jaipur
12187,Male,30.0,Silver,Online,Mumbai
12188,Female,29.0,Silver,Mobile,Mumbai
12189,Male,46.0,Gold,Online,Hyderabad
12190,Female,41.0,None,Mobile,Bangalore
12191,Female,51.0,None,Store,Hyderabad
12192,Male,31.0,None,Mobile,Hyderabad
12193,Male,44.0,None,Online,Bangalore
12194,Female,22.0,Bronze,Store,Delhi
12195,Male,57.0,Gold,Mobile,Mumbai
12196,Male,64.0,Bronze,Store,Bangalore
12197,Male,26.0,Silver,Online,Bangalore
12198,Male,33.0,Bronze,Store,Hyderabad
12199,Female,30.0,Silver,Online,Bangalore
12200,Female,32.0,Bronze,Mobile,Jaipur
12201,Female,53.0,Gold,Store,Jaipur
12202,Female,42.0,Bronze,Mobile,Bangalore
12203,Male,33.0,Bronze,Store,Chandigarh
12204,Male,61.0,None,Store,Delhi
12205,Female,69.0,Silver,Online,Mumbai
12206,Female,61.0,Bronze,Mobile,Bangalore
12207,Male,48.0,Bronze,Store,Jaipur
12208,Female,64.0,None,Store,Chandigarh
12209,Female,54.0,Bronze,Mobile,Bangalore
12210,Male,50.0,Bronze,Store,Hyderabad
12211,Female,37.0,Bronze,Mobile,Pune
12212,Male,43.0,Silver,Store,Bangalore
12213,Male,52.0,None,Online,Chandigarh
12214,Female,57.0,Bronze,Online,Jaipur
12215,Male,24.0,Silver,Online,Bangalore
12216,Female,62.0,None,Store,Pune
12217,Male,59.0,None,Store,Pune
12218,Female,48.0,Bronze,Mobile,Hyderabad
12219,Female,34.0,Silver,Mobile,Pune
12220,Female,60.0,Silver,Store,Chandigarh
12221,Male,25.0,Gold,Store,Delhi
12222,Male,40.0,Bronze,Mobile,Bangalore
12223,Female,64.0,Bronze,Mobile,Hyderabad
12224,Male,61.0,None,Mobile,Pune
12225,Female,35.0,Gold,Mobile,Jaipur
12226,Female,59.0,Bronze,Mobile,Jaipur
12227,Male,29.0,Gold,Store,Pune
12228,Female,47.0,Bronze,Store,Bangalore
12229,Male,53.0,None,Store,Pune
12230,Female,32.0,Gold,Online,Jaipur
12231,Male,35.0,Gold,Online,Bangalore
12232,Female,42.0,Gold,Online,Jaipur
12233,Female,30.0,Gold,Online,Jaipur
12234,Male,41.0,None,Mobile,Bangalore
12235,Female,34.0,Gold,Mobile,Delhi
12236,Female,18.0,Silver,Store,Delhi
12237,Male,54.0,Gold,Mobile,Bangalore
12238,Female,66.0,Bronze,Mobile,Mumbai
12239,Male,44.0,Bronze,Online,Mumbai
12240,Female,37.0,None,Online,Bangalore
12241,Male,35.0,Bronze,Store,Bangalore
12242,Female,26.0,Silver,Online,Jaipur
12243,Female,27.0,Silver,Online,Chandigarh
12244,Female,42.0,Bronze,Store,Chandigarh
12245,Male,66.0,None,Mobile,Mumbai
12246,Male,18.0,Bronze,Mobile,Jaipur
12247,Male,53.0,Bronze,Online,Hyderabad
12248,Male,35.0,Bronze,Mobile,Delhi
12249,Female,64.0,Gold,Store,Hyderabad
12250,Female,32.0,Gold,Mobile,Chandigarh
12251,Male,50.0,None,Online,Jaipur
12252,Male,39.0,Gold,Store,Delhi
12253,Male,41.0,Silver,Online,Mumbai
12254,Female,18.0,Silver,Store,Pune
12255,Male,28.0,Gold,Mobile,Hyderabad
12256,Male,60.0,None,Mobile,Chandigarh
12257,Female,43.0,Silver,Online,Jaipur
12258,Female,43.0,Silver,Mobile,Bangalore
12259,Male,23.0,Gold,Store,Jaipur
12260,Female,50.0,None,Mobile,Jaipur
12261,Male,31.0,Gold,Online,Hyderabad
12262,Female,41.0,Gold,Store,Bangalore
12263,Male,55.0,Gold,Store,Hyderabad
12264,Male,66.0,Gold,Online,Hyderabad
12265,Male,58.0,None,Mobile,Chandigarh
12266,Male,34.0,None,Online,Bangalore
12267,Female,31.0,Bronze,Store,Chandigarh
12268,Female,36.0,Gold,Store,Hyderabad
12269,Female,25.0,Gold,Store,Jaipur
12270,Female,40.0,Gold,Online,Jaipur
12271,Male,61.0,Gold,Online,Chandigarh
12272,Male,19.0,Gold,Online,Jaipur
12273,Female,20.0,Gold,Online,Delhi
12274,Female,30.0,Gold,Mobile,Chandigarh
12275,Female,22.0,None,Mobile,Chandigarh
12276,Female,35.0,None,Store,Bangalore
12277,Female,18.0,None,Store,Mumbai
